cc,id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
US,GHCND:USC00321435,"CAVALIER 7 NW, ND US",2021-07-20,1927-08-01,48.8624,274.0,-97.7015,0.943,METERS
US,GHCND:USC00324958,"LANGDON EXPERIMENTAL FARM, ND US",2021-07-20,1897-04-01,48.7622,492.3,-98.3447,0.8926,METERS
US,GHCND:USC00325813,"MEDORA, ND US",2021-07-13,1948-07-17,46.9161,691.3,-103.5263,0.9576,METERS
US,GHCND:USC00327027,"PETERSBURG 2 N, ND US",2021-07-19,1930-06-12,48.0356,467.0,-98.0096,0.929,METERS
US,GHCND:USC00329430,"WILLISTON EXPERIMENTAL FARM, ND US",2021-04-30,1956-07-01,48.1375,641.6,-103.7372,0.9915,METERS
US,GHCND:USC00332160,"DENNISON WATER WORKS, OH US",2021-07-20,1982-09-01,40.4056,262.1,-81.3435,0.8452,METERS
US,GHCND:USC00415247,"LIPSCOMB, TX US",2021-07-19,1948-06-01,36.23615,728.5,-100.2707,0.9789,METERS
US,GHCND:USC00343489,"GATE, OK US",2021-05-31,1959-07-01,36.85,685.8,-100.0569,0.9834,METERS
US,GHCND:USC00390701,"BISON, SD US",2021-07-19,1916-05-01,45.5286,847.3,-102.465,0.8355,METERS
US,GHCND:USC00394184,"INTERIOR 3 NE, SD US",2021-07-19,1949-11-19,43.7483,743.7,-101.9413,0.892,METERS
US,GHCND:USC00392446,"DUPREE 15 SSE, SD US",2021-07-20,1963-07-01,44.8658,640.1,-101.4672,0.973,METERS
US,GHCND:USC00396292,"ONIDA 4 NW, SD US",2021-05-31,1913-01-01,44.73234,564.2,-100.14479,0.932,METERS
US,GHCND:USC00395891,"MURDO, SD US",2021-07-20,1907-12-01,43.8878,705.9,-100.7075,0.9597,METERS
US,GHCND:USC00398307,"TIMBER LAKE, SD US",2021-07-19,1911-10-01,45.4284,662.3,-101.0764,0.913,METERS
US,GHCND:USC00348380,"SPAVINAW, OK US",2021-07-16,1923-02-20,36.3894,208.8,-95.0597,0.95,METERS
US,GHCND:USC00349724,"WISTER 3 S, OK US",2021-04-30,1946-06-01,34.9416,160.0,-94.7038,0.6459,METERS
US,GHCND:USC00388440,"SUMTER, SC US",2021-07-20,1901-12-01,33.9364,53.9,-80.3569,0.7828,METERS
US,GHCND:USC00415891,"MIDLAND 4 ENE, TX US",2020-12-13,1894-04-13,32.0185,846.1,-102.0257,0.7879,METERS
US,GHCND:USC00416776,"PAMPA NUMBER 2, TX US",2021-07-20,1964-04-01,35.5544,960.1,-100.9736,0.9963,METERS
US,GHCND:USC00416879,"PEARSALL, TX US",2021-04-30,1902-03-01,28.8888,193.5,-99.0897,0.9206,METERS
US,GHCND:USC00411715,"CHISOS BASIN, TX US",2021-07-20,1943-08-01,29.2703,1615.4,-103.3003,0.9773,METERS
US,GHCND:USC00418059,"SANTA ROSA 3 WNW, TX US",2021-07-20,1987-03-01,26.2655,15.2,-97.8713,0.8653,METERS
US,GHCND:USC00417300,"PROCTOR RESERVOIR, TX US",2021-05-31,1963-06-01,31.9633,372.2,-98.4941,0.9738,METERS
US,GHCND:USC00417622,"RIO GRANDE CITY, TX US",2021-07-20,1892-07-01,26.3769,52.4,-98.8116,0.8432,METERS
US,GHCND:USC00414563,"JASPER, TX US",2021-07-20,1878-09-20,30.9152,62.5,-94.0097,0.4852,METERS
US,GHCND:USC00414982,"LAKE KEMP, TX US",2021-07-20,1962-04-01,33.7542,355.7,-99.1442,0.8619,METERS
US,GHCND:USC00418433,"SNYDER, TX US",2021-07-20,1911-05-01,32.7101,706.8,-100.9112,0.9445,METERS
US,GHCND:USC00419088,"TORNILLO 2 SSE, TX US",2021-05-31,1946-09-01,31.4028,1074.4,-106.0581,0.5124,METERS
US,GHCND:USC00409219,"UNION CITY, TN US",2021-05-31,1891-08-01,36.3925,106.7,-89.0317,0.9343,METERS
US,GHCND:USC00410404,"ATHENS, TX US",2021-07-20,1903-12-01,32.1633,136.6,-95.83,0.6213,METERS
US,GHCND:USC00416104,"MOUNT LOCKE, TX US",2021-07-16,1935-02-01,30.7053,2069.6,-104.0232,0.99,METERS
US,GHCND:USC00411267,"BUSHLAND 1 WSW, TX US",2021-07-20,1948-06-01,35.1866,1164.0,-102.0797,0.3099,METERS
US,GHCND:USC00415611,"MARLIN, TX US",2021-07-20,1902-08-19,31.30511,124.1,-96.87671,0.7504,METERS
US,GHCND:USC00411486,"CARRIZO SPRINGS 3 S, TX US",2021-07-20,1912-04-01,28.4895,186.8,-99.8734,0.8357,METERS
US,GHCND:USC00411974,"COPE RANCH, TX US",2021-07-20,1948-03-01,31.5333,755.9,-101.2842,0.9698,METERS
US,GHCND:USC00412082,"CRANE, TX US",2021-07-18,1928-05-01,31.4072,778.5,-102.3577,0.6448,METERS
US,GHCND:USC00412114,"CROCKETT, TX US",2021-07-20,1904-08-01,31.3072,105.8,-95.4509,0.9165,METERS
US,GHCND:USC00412238,"DALHART, TX US",2021-07-18,1946-08-12,36.0605,1214.3,-102.521,0.1777,METERS
US,GHCND:USC00412617,"DUMAS, TX US",2021-07-20,1937-01-01,35.8731,1114.0,-101.9725,0.9077,METERS
US,GHCND:USC00412906,"ENCINAL, TX US",2021-07-13,1907-09-26,27.9774,166.1,-99.3847,0.9228,METERS
US,GHCND:USC00413063,"FALFURRIAS, TX US",2021-07-20,1907-03-01,27.1354,42.4,-98.1202,0.9222,METERS
US,GHCND:USC00413257,"FORT MCKAVETT, TX US",2021-07-20,1877-11-01,30.82728,661.1,-100.11023,0.1988,METERS
US,GHCND:USC00413280,"FORT STOCKTON, TX US",2021-07-19,1940-05-01,30.9071,926.0,-102.9153,0.924,METERS
US,GHCND:USC00413340,"FREEPORT 2 NW, TX US",2021-07-19,1931-01-01,28.9845,2.4,-95.3809,0.9775,METERS
US,GHCND:USC00413411,"GAIL, TX US",2021-07-19,1897-01-01,32.7744,771.1,-101.4539,0.6379,METERS
US,GHCND:USC00410271,"ANTELOPE, TX US",2021-07-20,1910-09-01,33.4413,312.4,-98.3688,0.7426,METERS
US,GHCND:USW00013973,"JUNCTION KIMBLE CO AIRPORT, TX US",2021-07-19,1948-01-01,30.51083,533.1,-99.76639,0.6147,METERS
US,GHCND:USC00415048,"LANGTRY, TX US",2021-07-20,1897-07-01,29.8097,393.2,-101.5604,0.5712,METERS
US,GHCND:USC00415579,"MARATHON, TX US",2021-01-31,1896-07-01,30.1926,1215.8,-103.2716,0.647,METERS
US,GHCND:USC00402680,"DYERSBURG, TN US",2021-02-28,1893-05-01,35.9986,91.4,-89.409,0.2659,METERS
US,GHCND:USC00419270,"VALENTINE, TX US",2021-07-20,1978-06-01,30.58639,1353.3,-104.4996,0.9671,METERS
US,GHCND:USC00419295,"VAN HORN, TX US",2021-07-20,1939-01-01,31.0417,1239.0,-104.8372,0.9162,METERS
US,GHCND:USC00451630,"COLVILLE, WA US",2021-07-12,1899-09-01,48.56784,473.7,-117.93545,0.6416,METERS
US,GHCND:USC00452914,"FORKS 1 E, WA US",2021-07-19,1907-11-01,47.9558,106.7,-124.3539,0.9471,METERS
US,GHCND:USC00456747,"PRIEST RAPIDS DAM, WA US",2021-07-19,1956-12-06,46.64625,130.5,-119.90622,0.9489,METERS
US,GHCND:USC00456974,"REPUBLIC, WA US",2021-07-19,1899-10-01,48.64623,778.8,-118.73681,0.9005,METERS
US,GHCND:USC00419800,"WILLS POINT, TX US",2021-07-20,1905-04-01,32.7019,158.5,-96.015,0.8491,METERS
US,GHCND:USC00421020,"BULLFROG BASIN, UT US",2021-07-17,1967-03-01,37.52686,1164.9,-110.71655,0.8484,METERS
US,GHCND:USC00421144,"CALLAO, UT US",2021-07-20,1902-11-01,39.8997,1323.4,-113.7128,0.7068,METERS
US,GHCND:USC00422607,"ESKDALE, UT US",2021-07-19,1966-03-27,39.1077,1517.9,-113.9533,0.97,METERS
US,GHCND:USC00423980,"HITE RANGER STATION, UT US",2021-05-31,1978-02-01,37.87465,1173.5,-110.388,0.7282,METERS
US,GHCND:USR0000IMOL,"MOBURG CANYON IDAHO, ID US",2021-07-20,1985-01-23,42.0431,1950.7,-113.1528,0.9395,METERS
US,GHCND:USC00446475,"PAINTER 2 W, VA US",2021-07-19,1955-12-01,37.5844,9.1,-75.8217,0.9952,METERS
US,GHCND:USC00474953,"MADELINE ISLAND, WI US",2021-02-28,1944-06-10,46.778,201.2,-90.7654,0.9499,METERS
US,GHCND:USW00014824,"ESCANABA, MI US",2021-07-20,1948-01-01,45.7438,180.1,-87.0406,0.7894,METERS
US,GHCND:USC00480761,"BITTER CREEK 4 NE, WY US",2021-07-20,1962-09-14,41.58959,2048.9,-108.50939,0.8993,METERS
US,GHCND:USC00487810,"ROCHELLE 7 ENE, WY US",2021-07-11,1927-03-22,43.64487,1292.0,-104.8414,0.7248,METERS
US,GHCND:USC00483170,"FARSON 2 NNE, WY US",2021-07-20,1915-01-01,42.13976,2017.8,-109.43088,0.8166,METERS
US,GHCND:USW00024027,"ROCK SPRINGS AIRPORT, WY US",2021-07-19,1948-01-01,41.59466,2055.0,-109.05296,0.9764,METERS
US,GHCND:USC00489604,"WHALEN DAM USBR, WY US",2021-04-30,1949-04-15,42.2494,1308.8,-104.628,0.7099,METERS
US,GHCND:USC00484442,"HECLA 1 E, WY US",2021-02-28,1979-05-01,41.15,2039.1,-105.1667,0.9671,METERS
US,GHCND:USS0051K14S,"MCNEIL CANYON, AK US",2021-07-19,1986-09-30,59.74,402.3,-151.25,0.9283,METERS
US,GHCND:USC00505136,"KUPARUK, AK US",2021-04-30,1983-02-01,70.3289,19.5,-149.6114,0.9801,METERS
US,GHCND:USC00505519,"LITTLE PORT WALTER, AK US",2021-07-16,1936-07-01,56.383,4.3,-134.6497,0.9377,METERS
US,GHCND:USC00505604,"MAIN BAY, AK US",2021-03-31,1982-10-01,60.5181,17.4,-148.0931,0.9657,METERS
US,GHCND:USC00505778,"MCKINLEY PARK, AK US",2021-07-20,1923-01-01,63.7175,630.9,-148.9692,0.9692,METERS
US,GHCND:USC00505881,"MINCHUMINA, AK US",2021-04-30,1945-01-01,63.9033,312.4,-152.2816,0.7863,METERS
US,GHCND:USC00489459,"WAMSUTTER, WY US",2021-07-19,1897-05-01,41.67166,2054.4,-107.97841,0.5827,METERS
US,GHCND:USC00489805,"WRIGHT 12 W, WY US",2021-07-05,1991-07-01,43.7472,1530.1,-105.733,0.9835,METERS
US,GHCND:USC00501240,"CANNERY CREEK, AK US",2021-04-30,1979-05-01,61.0183,25.9,-147.5147,0.9621,METERS
US,GHCND:USC00501684,"CHICKEN, AK US",2021-07-19,1911-05-30,64.0917,548.6,-141.9211,0.2467,METERS
US,GHCND:USC00501926,"CHULITNA RIVER, AK US",2021-07-19,1971-01-28,62.8255,412.7,-149.9061,0.8712,METERS
US,GHCND:USC00501987,"CIRCLE HOT SPRINGS, AK US",2021-07-16,1935-07-01,65.4939,262.1,-144.6422,0.6264,METERS
US,GHCND:USC00502227,"CRAIG, AK US",2021-07-19,1936-10-04,55.4772,13.1,-133.1408,0.4578,METERS
US,GHCND:USS0045O04S,"GRANITE CRK, AK US",2021-07-19,1987-10-01,63.94,378.0,-145.4,0.9997,METERS
US,GHCND:USC00502587,"DUTCH HARBOR, AK US",2021-07-19,1915-05-01,53.895,3.0,-166.5433,0.6495,METERS
US,GHCND:USC00507570,"PORT ALSWORTH, AK US",2021-04-30,1960-07-01,60.2036,79.2,-154.3163,0.9652,METERS
US,GHCND:USC00507738,"PORT SAN JUAN, AK US",2021-06-30,1980-07-01,60.0502,12.2,-148.0672,0.9187,METERS
US,GHCND:USC00507783,"PUNTILLA, AK US",2021-07-19,1942-01-01,62.0911,566.3,-152.7349,0.8708,METERS
US,GHCND:USC00508525,"SKAGWAY, AK US",2021-07-19,1898-11-01,59.4547,10.7,-135.3136,0.55,METERS
US,GHCND:USR0000ABEV,"BEAVER WBQ ALASKA, AK US",2021-07-20,1990-05-29,66.2667,147.2,-146.5167,0.6618,METERS
US,GHCND:USR0000ACOT,"COTTONWOOD ALASKA, AK US",2021-07-20,1991-06-17,65.3458,399.3,-155.9361,0.6588,METERS
US,GHCND:USR0000AGRA,"GRAPHITE LAKE ALASKA, AK US",2021-07-20,1991-06-24,67.0333,259.1,-143.2833,0.6913,METERS
US,GHCND:USR0000AHAY,"HAYCOCK ALASKA, AK US",2021-07-20,1988-05-22,65.2017,53.9,-161.155,0.7893,METERS
US,GHCND:USR0000AHEL,"HELMUT MOUNTAIN ALASKA, AK US",2021-07-20,1988-09-22,67.7414,853.4,-144.1225,0.6986,METERS
US,GHCND:USR0000AHLM,"HELM ALASKA, AK US",2021-07-19,1989-09-25,55.5297,426.7,-131.3661,0.4839,METERS
US,GHCND:USR0000AHOD,"HODZANA ALASKA, AK US",2021-07-20,1991-06-10,66.7417,327.7,-148.6767,0.6431,METERS
US,GHCND:USR0000AINN,"INNOKO FLATS ALASKA, AK US",2021-07-20,1988-03-30,63.39,283.5,-158.8167,0.7453,METERS
US,GHCND:USR0000AKIA,"KIANA ALASKA, AK US",2021-07-20,1988-04-19,66.9767,45.7,-160.4375,0.7628,METERS
US,GHCND:USR0000AKIL,"KILBUCK ALASKA, AK US",2021-07-20,1991-07-15,60.32,582.2,-160.2,0.8877,METERS
US,GHCND:USW00026425,"GULKANA AIRPORT, AK US",2021-07-20,1907-03-02,62.1591,476.1,-145.4588,0.7214,METERS
US,GHCND:USR0000AKOY,"KOYUKUK NWR ALASKA, AK US",2021-07-20,1990-07-16,66.0083,30.5,-157.57,0.8009,METERS
US,GHCND:USR0000AMAY,"MAY CREEK ALASKA, AK US",2021-07-20,1990-05-25,61.3208,487.7,-142.5844,0.9065,METERS
US,GHCND:USR0000AMTL,"MOUNT LOGAN ARIZONA, AZ US",2021-07-20,1985-01-23,36.3472,2194.6,-113.1989,0.97,METERS
US,GHCND:USR0000ANOA,"NOATAK ALASKA, AK US",2021-07-20,1990-04-23,68.0708,300.2,-158.7042,0.8303,METERS
US,GHCND:USR0000ANOR,"NORUTAK LAKE ALASKA, AK US",2021-07-20,1990-05-26,66.8333,243.8,-154.3333,0.7943,METERS
US,GHCND:USR0000AWAR,"WARM SPRINGS CANYON ARIZONA, AZ US",2021-07-20,1986-05-12,36.7,2441.4,-112.23,0.7212,METERS
US,GHCND:USR0000AWEI,"WEIN LAKE ALASKA, AK US",2021-07-20,1988-05-27,64.315,320.0,-151.0833,0.7103,METERS
US,GHCND:USR0000AZAR,"ZAREMBO ALASKA, AK US",2021-07-20,1989-09-25,56.3,335.3,-132.8486,0.7175,METERS
US,GHCND:USR0000NBLU,"BLUEWING MOUNTAIN NEVADA, NV US",2021-07-20,1986-07-31,40.5017,1392.9,-119.1217,0.9965,METERS
US,GHCND:USC00260800,"BEOWAWE 49 S U OF N RANCH, NV US",2021-07-11,1972-09-01,39.9004,1749.6,-116.5876,0.9459,METERS
US,GHCND:USR0000NCUR,"CURRANT CREEK NEVADA, NV US",2021-07-20,1989-07-25,38.7586,1700.8,-115.4128,0.9979,METERS
US,GHCND:USR0000NFOX,"FOX MOUNTAIN NEVADA, NV US",2021-07-20,1989-07-31,41.0061,2100.1,-119.5681,0.9893,METERS
US,GHCND:USR0000NPAN,"PANCAKE NEVADA, NV US",2021-07-20,1986-09-18,38.3036,1585.0,-116.1925,0.9912,METERS
US,GHCND:USR0000NSIA,"SIARD NEVADA, NV US",2021-07-20,1986-07-31,40.3944,1402.1,-117.625,0.9967,METERS
US,GHCND:USR0000NSPG,"SPRING GULCH NEVADA, NV US",2021-07-20,1990-06-20,40.5931,1667.3,-114.2028,0.9975,METERS
US,GHCND:USR0000NSPM,"SPRUCE MOUNTAIN NEVADA, NV US",2021-07-20,1986-09-17,40.4403,1859.3,-114.8111,0.994,METERS
US,GHCND:USR0000OKEL,"KELSAY BUTTE OREGON, OR US",2021-07-20,1985-01-23,43.9014,1581.0,-117.9858,0.9943,METERS
US,GHCND:USR0000SMAG,"MAGPIE CREEK SOUTH DAKOTA, SD US",2021-07-20,1987-04-20,43.3181,865.6,-101.1444,0.9955,METERS
US,GHCND:USR0000TGUA,"GUADELUPE PEAK TEXAS, TX US",2021-06-29,1985-07-02,31.925,2363.7,-104.8253,0.9444,METERS
US,GHCND:USR0000TULE,"TULE VALLEY DELTA 49 W UTAH, UT US",2021-07-20,1987-09-02,39.35,1585.0,-113.3847,0.9623,METERS
US,GHCND:USR0000ASEL,"SELAWIK ALASKA, AK US",2021-07-20,1991-06-14,66.6033,32.0,-159.1125,0.9256,METERS
US,GHCND:USR0000ASEV,"SEVEN MILE ALASKA, AK US",2021-07-20,1988-03-24,65.9383,250.9,-149.855,0.9165,METERS
US,GHCND:USR0000ASTR,"STONEY RIVER ALASKA, AK US",2021-07-20,1990-09-24,61.6467,80.8,-156.4333,0.8213,METERS
US,GHCND:USR0000CHNM,"HUNTER MOUNTAIN CALIFORNIA, CA US",2021-07-20,1989-02-15,36.5625,2097.0,-117.4736,0.9643,METERS
US,GHCND:USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",2021-07-20,1990-04-17,33.9958,76.2,-119.7222,0.9305,METERS
US,GHCND:USW00003125,"YUMA PROVING GROUND, AZ US",2021-07-19,1955-01-01,32.8356,98.8,-114.3942,0.975,METERS
US,GHCND:USS0019F01S,"SNOW MOUNTAIN, OR US",2021-07-19,1978-09-30,43.95,1898.9,-119.54,0.9985,METERS
US,GHCND:USS0047O01S,"MONAHAN FLAT, AK US",2021-07-19,1983-10-01,63.31,826.0,-147.65,0.8691,METERS
US,GHCND:USS0048U01S,"SAGWON, AK US",2021-07-19,1983-03-02,69.42,304.8,-148.69,0.9008,METERS
US,GHCND:USS0049T01S,"IMNAVIAT CREEK, AK US",2021-07-19,1981-03-01,68.62,929.6,-149.3,0.9063,METERS
US,GHCND:USS0049T03S,"ATIGUN PASS, AK US",2021-07-19,1982-10-01,68.13,1463.0,-149.48,0.9703,METERS
US,GHCND:USW00026528,"TALKEETNA AIRPORT, AK US",2021-07-20,1918-06-18,62.32,106.7,-150.095,0.9824,METERS
US,GHCND:USS0051R01S,"BETTLES FIELD, AK US",2021-07-19,1980-09-30,66.92,195.1,-151.53,1.0,METERS
US,GHCND:USW00003813,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",2021-07-20,1941-10-20,32.6847,104.5,-83.6527,0.9107,METERS
US,GHCND:USW00003822,"SAVANNAH INTERNATIONAL AIRPORT, GA US",2021-07-20,1948-01-01,32.13133,14.0,-81.20237,1.0,METERS
US,GHCND:USW00014847,"SAULT STE MARIE SANDERSON FIELD, MI US",2021-07-20,1931-01-01,46.4794,220.1,-84.3572,1.0,METERS
US,GHCND:USW00014858,"HANCOCK HOUGHTON CO AIRPORT, MI US",2021-07-19,1948-01-01,47.16861,333.8,-88.48889,0.8216,METERS
US,GHCND:USC00410225,"AMISTAD DAM, TX US",2021-07-01,1964-05-01,29.4608,352.7,-101.0286,0.9872,METERS
US,GHCND:USC00290992,"BITTER LAKES WL REFUGE, NM US",2021-07-20,1950-12-01,33.4594,1116.8,-104.4041,0.9562,METERS
US,GHCND:USW00023044,"EL PASO INTERNATIONAL AIRPORT, TX US",2021-07-20,1938-04-01,31.81111,1194.2,-106.37583,0.9998,METERS
US,GHCND:USW00023078,"DEMING MUNICIPAL AIRPORT, NM US",2021-07-18,1961-04-07,32.26222,1310.9,-107.72056,0.6899,METERS
US,GHCND:USW00023081,"GALLUP MUNICIPAL AIRPORT, NM US",2021-07-18,1973-01-08,35.5144,1972.4,-108.794,0.9996,METERS
US,GHCND:USW00023157,"BISHOP AIRPORT, CA US",2021-07-20,1895-01-01,37.3711,1250.3,-118.358,0.738,METERS
US,GHCND:USW00023170,"HANKSVILLE, UT US",2021-07-19,1910-03-01,38.37497,1304.5,-110.71906,0.9435,METERS
US,GHCND:USW00024037,"MILES CITY AIRPORT, MT US",2021-07-19,1937-01-16,46.4266,799.8,-105.8825,0.999,METERS
US,GHCND:USW00024057,"RAWLINS AIRPORT, WY US",2021-07-20,1951-03-06,41.8,2053.1,-107.2,0.985,METERS
US,GHCND:USW00024141,"EPHRATA AIRPORT, WA US",2021-07-20,1949-01-01,47.3078,381.6,-119.5154,0.9981,METERS
US,GHCND:USW00003940,"JACKSON INTERNATIONAL AIRPORT, MS US",2021-07-20,1942-09-01,32.3205,100.6,-90.0777,0.7357,METERS
US,GHCND:USW00012850,"KEY WEST NAS, FL US",2021-07-19,1945-03-01,24.58333,1.8,-81.68333,0.857,METERS
US,GHCND:USC00415060,"LAREDO 2, TX US",2021-07-19,1946-09-01,27.5684,131.1,-99.4982,0.7613,METERS
US,GHCND:USW00012916,"NEW ORLEANS AIRPORT, LA US",2021-07-20,1945-10-01,29.99691,1.2,-90.27751,0.9703,METERS
US,GHCND:USW00012947,"COTULLA LA SALLE CO AIRPORT, TX US",2021-07-19,1949-10-01,28.45667,145.1,-99.21833,0.5923,METERS
US,GHCND:USW00013766,"MANTEO, NC US",2021-05-31,1945-03-01,35.9172,4.0,-75.7024,0.6587,METERS
US,GHCND:USW00013870,"ALMA BACON CO AIRPORT, GA US",2021-07-20,1938-06-01,31.5358,58.8,-82.5067,1.0,METERS
US,GHCND:USW00013966,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",2021-07-20,1897-01-01,33.9786,310.0,-98.4928,0.9414,METERS
US,GHCND:USW00013968,"TULSA INTERNATIONAL AIRPORT, OK US",2021-07-20,1938-12-01,36.1994,198.1,-95.8872,0.9616,METERS
US,GHCND:USW00013978,"GREENWOOD LEFLORE AIRPORT, MS US",2021-07-20,1948-01-01,33.4963,40.5,-90.0866,0.993,METERS
US,GHCND:USW00014610,"MILLINOCKET MUNICIPAL AIRPORT, ME US",2021-07-19,1944-12-01,45.6477,123.7,-68.6925,0.5745,METERS
US,GHCND:USW00025503,"KING SALMON AIRPORT, AK US",2021-07-20,1942-01-12,58.6829,20.4,-156.6563,0.9755,METERS
US,GHCND:USW00025506,"ILIAMNA AIRPORT, AK US",2021-07-18,1920-02-01,59.7494,43.6,-154.9089,0.7754,METERS
US,GHCND:USW00025624,"COLD BAY AIRPORT, AK US",2021-07-20,1942-03-25,55.2207,23.8,-162.7324,0.8976,METERS
US,GHCND:USW00026410,"CORDOVA AIRPORT, AK US",2021-07-18,1909-05-05,60.4888,9.4,-145.4511,0.9549,METERS
US,GHCND:USW00026435,"NENANA MUNICIPAL AIRPORT, AK US",2021-07-18,1916-12-01,64.55,109.7,-149.07167,0.799,METERS
US,GHCND:USW00026510,"MCGRATH AIRPORT, AK US",2021-07-19,1939-04-01,62.9574,101.5,-155.6103,0.997,METERS
US,GHCND:USW00026615,"BETHEL AIRPORT, AK US",2021-07-20,1923-08-01,60.785,31.1,-161.8293,0.9986,METERS
US,GHCND:USW00026616,"KOTZEBUE AIRPORT, AK ",2021-07-20,1897-09-12,66.8667,9.1,-162.6333,0.769,METERS
US,GHCND:USW00026617,"NOME AIRPORT, AK US",2021-07-20,1900-08-01,64.5111,4.0,-165.44,0.947,METERS
US,GHCND:USW00027401,"BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US",2021-07-15,1947-09-23,70.13389,14.9,-143.57694,0.6365,METERS
US,GHCND:USW00027502,"BARROW AIRPORT, AK US",2021-07-20,1901-09-01,71.2834,9.4,-156.7815,0.8818,METERS
US,GHCND:USW00027503,"WAINWRIGHT AIRPORT, AK US",2021-07-15,1935-09-20,70.63917,9.1,-159.995,0.5221,METERS
US,GHCND:USW00025329,"PETERSBURG 1, AK US",2021-07-19,1924-05-01,56.8055,32.6,-132.9372,0.8244,METERS
US,GHCND:USW00025333,"SITKA AIRPORT, AK US",2021-07-18,1944-09-01,57.0481,4.3,-135.3647,0.9767,METERS
US,GHCND:USW00093727,"NEW RIVER MCAF, NC US",2021-07-19,1955-01-01,34.70842,7.9,-77.43966,0.9428,METERS
US,GHCND:USW00093845,"VALDOSTA REGIONAL AIRPORT, GA US",2021-07-19,1948-01-01,30.7825,60.4,-83.27667,0.9373,METERS
US,GHCND:USW00093919,"MCCOMB AIRPORT, MS US",2021-07-19,1948-10-01,31.1827,125.9,-90.4708,0.9997,METERS
US,GHCND:USR0000APOO,"POORMAN ALASKA, AK US",2021-07-20,1988-06-02,64.105,285.0,-155.5583,0.8162,METERS
US,GHCND:USC00032540,"FORDYCE, AR US",2021-07-20,1911-04-01,33.82278,70.1,-92.39889,0.7663,METERS
US,GHCND:USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2021-07-19,1961-04-26,36.4626,-59.1,-116.8672,0.9983,METERS
US,GHCND:USC00153430,"GREENSBURG, KY US",2020-11-11,1889-01-05,37.2571,178.3,-85.5012,0.9484,METERS
US,GHCND:USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",2021-07-19,1896-04-01,43.7072,273.7,-85.4819,0.9907,METERS
US,GHCND:USC00263671,"HIKO, NV US",2021-07-20,1989-09-01,37.5581,1188.7,-115.2236,0.9851,METERS
US,GHCND:USC00291963,"CLOVIS 13 N, NM US",2021-07-20,1949-06-21,34.5988,1351.8,-103.2161,0.9867,METERS
US,GHCND:USC00297226,"RAGLAND 3 SSW, NM US",2021-07-08,1935-02-01,34.78,1542.3,-103.7491,0.9686,METERS
US,GHCND:USR0000AHOG,"HOGATZA RIVER ALASKA, AK US",2021-07-20,1988-05-19,66.2167,208.8,-155.6667,0.7148,METERS
US,GHCND:USR0000AKEL,"KELLY ALASKA, AK US",2021-07-20,1990-04-23,67.9333,125.6,-162.3,0.8863,METERS
US,GHCND:USR0000AQTZ,"QUARTZ CREEK ALASKA, AK US",2021-07-20,1988-05-18,65.4,130.1,-164.65,0.8187,METERS
US,GHCND:USR0000ATEL,"TELIDA ALASKA, AK US",2021-05-24,1991-05-24,63.44,198.1,-153.3567,0.8852,METERS
US,GHCND:USR0000NANT,"ANTELOPE LAKE NEVADA, NV US",2021-07-20,1990-06-25,41.6847,1664.2,-116.7644,0.9974,METERS
US,GHCND:USW00026529,"TANANA AIRPORT, AK US",2021-07-19,1901-08-24,65.175,67.7,-152.1067,0.8779,METERS
US,GHCND:USC00053038,"FORT MORGAN, CO US",2021-07-18,1896-12-01,40.25694,1333.8,-103.86987,0.9202,METERS
US,GHCND:USC00204090,"IRON MTN KINGSFORD WWTP, MI US",2021-05-31,1899-02-01,45.7858,326.4,-88.0841,0.9814,METERS
US,GHCND:USC00411013,"BRACKETTVILLE 22 N, TX US",2021-07-19,1978-09-01,29.6101,536.4,-100.452,0.9043,METERS
US,GHCND:USC00200864,"BLOOMINGDALE, MI US",2021-07-20,1904-04-06,42.3838,224.3,-85.9626,0.9583,METERS
US,GHCND:USC00208043,"TAHQUAMENON FALLS STATE PARK, MI US",2021-07-01,1968-10-01,46.6013,227.1,-85.2238,0.953,METERS
US,GHCND:USC00210515,"BAUDETTE, MN US",2021-07-12,1908-12-01,48.7095,333.5,-94.5853,0.8939,METERS
US,GHCND:USC00293775,"HACHITA 1 W, NM US",2021-07-19,1909-07-01,31.9194,1361.2,-108.3441,0.8755,METERS
US,GHCND:USC00328065,"SHIELDS, ND US",2021-03-31,1950-07-25,46.233,550.5,-101.1291,0.9862,METERS
