id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
GHCND:USS0011E30S,"WHISKEY CREEK, MT US",2021-07-19,1971-09-30,44.61,2072.6,-111.15,1,METERS
GHCND:USS0011E31S,"MADISON PLATEAU, MT US",2021-07-19,1967-09-30,44.59,2362.2,-111.12,1,METERS
GHCND:USS0011E35S,"BLACK BEAR, MT US",2021-07-19,1971-09-30,44.51,2490.2,-111.13,1,METERS
GHCND:USS0011E38S,"BEAVER CREEK, MT US",2021-07-19,1966-09-30,44.95,2392.7,-111.36,1,METERS
GHCND:USS0011F02S,"PINE CREEK PASS, ID US",2021-07-19,1988-09-30,43.57,2048.3,-111.21,1,METERS
GHCND:USS0011G30S,"SEDGWICK PEAK, ID US",2021-07-19,1988-09-30,42.52,2392.7,-111.96,1,METERS
GHCND:USS0011H21S,"HORSE RIDGE, UT US",2021-07-19,1978-09-30,41.31,2487.2,-111.45,1,METERS
GHCND:USS0011H37S,"BUG LAKE, UT US",2021-07-19,1978-09-30,41.68,2423.2,-111.42,1,METERS
GHCND:USS0011H55S,"DRY BREAD POND, UT US",2021-07-19,1978-09-30,41.41,2545.1,-111.54,1,METERS
GHCND:USS0011J02S,"CHALK CREEK NUMBER 2, UT US",2021-07-19,1978-09-30,40.89,2486.6,-111.07,1,METERS
GHCND:USS0011J11S,"FARMINGTON, UT US",2021-07-19,1978-09-30,40.99,2438.4,-111.82,1,METERS
GHCND:USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2021-07-19,1978-09-30,40.43,2481.1,-111.62,1,METERS
GHCND:USS0011J23S,"DANIELS STRAWBERRY, UT US",2021-07-19,1978-09-30,40.3,2449.7,-111.26,1,METERS
GHCND:USS0011J42S,"SNOWBIRD, UT US",2021-07-19,1989-08-22,40.56,2938.3,-111.66,1,METERS
GHCND:USS0011J46S,"BEAVER DIVIDE, UT US",2021-07-19,1978-09-30,40.61,2523.7,-111.1,1,METERS
GHCND:USS0011J52S,"PARLEY S SUMMIT, UT US",2021-07-19,1978-09-30,40.76,2286.0,-111.63,1,METERS
GHCND:USS0011J53S,"SMITH AND MOREHOUSE, UT US",2021-07-19,1978-09-30,40.79,2316.5,-111.12,1,METERS
GHCND:USS0011J56S,"THAYNES CANYON, UT US",2021-07-19,1988-06-19,40.62,2813.3,-111.53,1,METERS
GHCND:USS0011J57S,"BRIGHTON, UT US",2021-07-19,1986-09-23,40.6,2667.0,-111.58,1,METERS
GHCND:USS0011J64S,"LOOKOUT PEAK, UT US",2021-07-19,1988-06-22,40.84,2499.4,-111.71,1,METERS
GHCND:USS0011J65S,"MILL D NORTH, UT US",2021-07-19,1988-09-30,40.66,2733.1,-111.64,1,METERS
GHCND:USS0011K13S,"BEAVER DAMS, UT US",2021-07-19,1980-09-29,39.14,2435.4,-111.56,1,METERS
GHCND:USS0011K21S,"CLEAR CREEK NUMBER 1, UT US",2021-07-19,1978-09-30,39.87,2715.2,-111.28,1,METERS
GHCND:USS0011K39S,"PICKLE KEG, UT US",2021-07-19,1978-09-30,39.01,2926.1,-111.58,1,METERS
GHCND:USS0011K52S,"PAYSON RANGER STATION, UT US",2021-07-19,1980-09-29,39.93,2458.5,-111.63,1,METERS
GHCND:USS0011L05S,"DONKEY RESERVOIR, UT US",2021-07-19,1985-09-30,38.21,2987.0,-111.48,1,METERS
GHCND:USS0012B12S,"MOUNT LOCKHART, MT US",2021-07-19,1968-09-30,47.92,1950.7,-112.82,1,METERS
GHCND:USS0012B13S,"WALDRON, MT US",2021-07-19,1968-09-30,47.92,1706.9,-112.79,1,METERS
GHCND:USS0012B14S,"COPPER CAMP, MT US",2021-07-19,1978-09-30,47.08,2118.4,-112.73,1,METERS
GHCND:USS0012B16S,"COPPER BOTTOM, MT US",2021-07-19,1978-09-30,47.06,1585.0,-112.6,1,METERS
GHCND:USS0012B17S,"WOOD CREEK, MT US",2021-07-19,1978-09-30,47.45,1816.6,-112.81,1,METERS
GHCND:USS0012C11S,"ROCKER PEAK, MT US",2021-07-19,1967-09-30,46.36,2438.4,-112.26,1,METERS
GHCND:USS0012C13S,"FROHNER MEADOW, MT US",2021-07-19,1972-09-30,46.44,1975.1,-112.19,1,METERS
GHCND:USS0012E08S,"BEAGLE SPRINGS, MT US",2021-07-19,1978-09-30,44.47,2697.5,-112.98,1,METERS
GHCND:USS0012J07S,"MINING FORK, UT US",2021-07-19,1988-09-21,40.49,2505.8,-112.61,1,METERS
GHCND:USS0012L04S,"BOX CREEK, UT US",2021-07-19,1979-09-30,38.51,2995.6,-112.02,1,METERS
GHCND:USS0012M03S,"WEBSTER FLAT, UT US",2021-07-19,1980-09-30,37.58,2805.1,-112.9,1,METERS
GHCND:USS0012M06S,"LONG VALLEY JCT, UT US",2021-07-19,1986-06-10,37.49,2275.0,-112.51,1,METERS
GHCND:USS0012M13S,"CASTLE VALLEY, UT US",2021-07-19,1980-09-29,37.66,2920.0,-112.74,1,METERS
GHCND:USS0013A19S,"FLATTOP MOUNTAIN, MT US",2021-07-19,1969-09-30,48.8,1920.2,-113.86,1,METERS
GHCND:USS0013A25S,"NOISY BASIN, MT US",2021-07-19,1974-09-30,48.16,1841.0,-113.95,1,METERS
GHCND:USS0013A26S,"PIKE CREEK, MT US",2021-07-19,1976-09-30,48.3,1807.5,-113.33,1,METERS
GHCND:USS0013A27S,"MANY GLACIER, MT US",2021-07-19,1976-09-30,48.8,1493.5,-113.67,1,METERS
GHCND:USS0013B22S,"KRAFT CREEK, MT US",2021-07-19,1980-09-05,47.43,1447.8,-113.78,1,METERS
GHCND:USS0013B24S,"MOSS PEAK, MT US",2021-07-19,1985-07-11,47.68,2066.5,-113.96,1,METERS
GHCND:USS0013C03S,"SKALKAHO SUMMIT, MT US",2021-07-19,1976-09-30,46.24,2209.8,-113.77,1,METERS
GHCND:USS0013C31S,"N FK ELK CREEK, MT US",2021-07-19,1967-09-30,46.87,1905.0,-113.28,1,METERS
GHCND:USS0013C36S,"PETERSON MEADOWS, MT US",2021-07-19,1970-09-30,46.13,2194.6,-113.31,1,METERS
GHCND:USS0013C38S,"LUBRECHT FLUME, MT US",2021-07-19,1970-09-30,46.88,1426.5,-113.32,1,METERS
GHCND:USS0013C43S,"WARM SPRINGS, MT US",2021-07-19,1977-09-30,46.27,2377.4,-113.16,1,METERS
GHCND:USS0013C44S,"BARKER LAKES, MT US",2021-07-19,1979-09-30,46.1,2514.6,-113.13,1,METERS
GHCND:USS0013D10S,"BLOODY DICK, MT US",2021-07-19,1976-09-30,45.17,2316.5,-113.5,1,METERS
GHCND:USS0013D22S,"SADDLE MOUNTAIN, ID US",2021-07-19,1967-09-30,45.69,2420.1,-113.97,1,METERS
GHCND:USS0013M04S,"LITTLE GRASSY, UT US",2021-07-19,1985-09-30,37.49,1859.3,-113.85,1,METERS
GHCND:USS0014A11S,"GRAVE CREEK, MT US",2021-07-19,1975-09-30,48.91,1310.6,-114.77,1,METERS
GHCND:USS0014A12S,"STAHL PEAK, MT US",2021-07-19,1975-09-30,48.91,1837.9,-114.86,1,METERS
GHCND:USS0014A14S,"HAND CREEK, MT US",2021-07-19,1976-09-30,48.31,1534.7,-114.84,1,METERS
GHCND:USS0014C12S,"TWIN LAKES, MT US",2021-07-19,1967-09-30,46.14,1950.7,-114.51,1,METERS
GHCND:USS0014C13S,"TWELVEMILE CREEK, MT US",2021-07-19,1967-09-30,46.14,1706.9,-114.45,1,METERS
GHCND:USS0014D02S,"NEZ PERCE CAMP, MT US",2021-07-19,1976-09-30,45.73,1722.1,-114.48,1,METERS
GHCND:USS0015A03S,"HAWKINS LAKE, MT US",2021-07-19,1968-09-30,48.97,1966.0,-115.95,1,METERS
GHCND:USS0015A05S,"GARVER CREEK, MT US",2021-07-19,1968-09-30,48.98,1295.4,-115.82,1,METERS
GHCND:USS0015G02S,"WILSON CREEK, ID US",2021-07-19,1990-09-25,42.01,2170.2,-115.0,1,METERS
GHCND:USS0015H03S,"SEVENTYSIX CREEK, NV US",2021-07-19,1978-09-30,41.74,2164.1,-115.47,1,METERS
GHCND:USS0015H04S,"BIG BEND, NV US",2021-07-19,1978-09-30,41.76,2042.2,-115.69,1,METERS
GHCND:USS0015J12S,"CORRAL CANYON, NV US",2021-07-19,1978-09-30,40.28,2590.8,-115.53,1,METERS
GHCND:USS0015K03S,"DIAMOND PEAK, NV US",2021-07-19,1983-09-30,39.56,2448.5,-115.84,1,METERS
GHCND:USS0016H02S,"JACK CREEK UPPER, NV US",2021-07-19,1978-09-30,41.55,2209.8,-116.01,1,METERS
GHCND:USS0018D06S,"LUCKY STRIKE, OR US",2021-07-19,1978-09-30,45.27,1514.9,-118.85,1,METERS
GHCND:USS0018D19S,"HIGH RIDGE, OR US",2021-07-19,1978-09-30,45.7,1499.6,-118.11,1,METERS
GHCND:USS0018E05S,"BOURNE, OR US",2021-07-19,1978-09-30,44.83,1783.1,-118.19,1,METERS
GHCND:USS0019D02S,"ARBUCKLE MOUNTAIN, OR US",2021-07-19,1978-09-30,45.19,1758.7,-119.25,1,METERS
GHCND:USS0019K04S,"MARLETTE LAKE, NV US",2021-07-19,1978-09-30,39.16,2401.8,-119.9,1,METERS
GHCND:USS0019K08S,"BIG MEADOW, NV US",2021-07-19,1983-09-30,39.46,2514.3,-119.94,1,METERS
GHCND:USS0019L03S,"HAGAN S MEADOW, CA US",2021-07-19,1978-09-30,38.85,2370.1,-119.94,1,METERS
GHCND:USS0019L13S,"VIRGINIA LAKES RIDGE, CA US",2021-07-19,1978-09-30,38.07,2878.8,-119.23,1,METERS
GHCND:USS0019L17S,"LOBDELL LAKE, CA US",2021-07-19,1978-09-30,38.44,2814.2,-119.37,1,METERS
GHCND:USS0019L19S,"EBBETTS PASS, CA US",2021-07-19,1978-09-30,38.55,2671.6,-119.8,1,METERS
GHCND:USS0020B25S,"TROUGH, WA US",2021-07-19,1978-09-30,47.23,1670.3,-120.29,1,METERS
GHCND:USS0020G02S,"SUMMER RIM, OR US",2021-07-19,1978-09-30,42.7,2158.0,-120.8,1,METERS
GHCND:USW00093721,"BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US",2021-07-20,1939-07-01,39.1733,47.5,-76.684,1,METERS
GHCND:USW00093817,"EVANSVILLE REGIONAL AIRPORT, IN US",2021-07-20,1948-01-01,38.0441,121.9,-87.5205,1,METERS
GHCND:USW00093842,"COLUMBUS METROPOLITAN AIRPORT, GA US",2021-07-19,1948-01-01,32.5161,119.5,-84.9422,1,METERS
GHCND:USW00094728,"NY CITY CENTRAL PARK, NY US",2021-07-19,1869-01-01,40.77898,42.7,-73.96925,1,METERS
GHCND:USW00094814,"HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US",2021-07-20,1964-07-01,44.3591,350.8,-84.6738,1,METERS
GHCND:USW00094822,"ROCKFORD GREATER ROCKFORD AIRPORT, IL US",2021-07-20,1951-01-01,42.1927,222.5,-89.093,1,METERS
GHCND:USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2021-07-20,1955-01-01,41.5871,205.4,-83.8055,1,METERS
GHCND:USW00094860,"GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US",2021-07-20,1963-11-24,42.8825,244.8,-85.52389,1,METERS
GHCND:FI000000304,"HELSINKI KAISANIEMI AWS, FI",2021-05-31,1951-01-01,60.1667,4.0,24.95,1,METERS
GHCND:FIE00143381,"KANKAANPAA NIINISALO PUOLUSTUS, FI",2021-07-19,1959-01-01,61.8381,124.0,22.4669,1,METERS
GHCND:GME00122938,"GRAFENBERG KASBERG, GM",2021-05-31,1991-01-01,49.665,506.0,11.2253,1,METERS
GHCND:GME00125638,"LUISENTHAL TALSPERRE, GM",2021-05-31,1979-01-01,50.7675,528.0,10.7214,1,METERS
GHCND:GME00126010,"METTEN, GM",2021-05-31,1879-01-01,48.8556,313.0,12.9203,1,METERS
GHCND:GME00129634,"VILLINGEN SCHWENNINGEN, GM",2021-05-31,1947-01-01,48.0458,720.0,8.4617,1,METERS
GHCND:NOE00100575,"HALDEN, NO",2021-05-31,1881-12-30,59.1225,8.0,11.3883,1,METERS
GHCND:NOE00109631,"LINDESNES FYR, NO",2021-05-31,1953-12-30,57.9831,13.0,7.0481,1,METERS
GHCND:NOE00110896,"EIDE PA NORDMORE, NO",2021-05-31,1956-12-30,62.8914,49.0,7.3906,1,METERS
GHCND:NOE00134070,"UTGARD, NO",2021-05-31,1962-06-29,64.1167,50.0,11.7394,1,METERS
GHCND:ROE00108888,"BOTOSANI, RO",2020-09-30,1961-01-01,47.68,161.0,26.67,1,METERS
GHCND:ROE00108899,"RAMNICU VALCEA, RO",2020-09-30,1961-01-01,45.1,239.0,24.37,1,METERS
GHCND:SPE00120584,VALENCIA AEROPUERTO,2021-05-31,1966-01-01,39.4867,69.0,0.4731,1,METERS
GHCND:SWE00139272,"AVESTA, SW",2021-05-31,1977-01-01,60.14,100.0,16.17,1,METERS
GHCND:SWE00139360,"STOLLET D, SW",2021-05-31,1976-06-01,60.43,145.0,13.24,1,METERS
GHCND:SWE00139374,"LANGSHYTTAN D, SW",2020-12-31,1987-10-01,60.46,110.0,16.0597,1,METERS
GHCND:SWE00139460,"GAVLE ABYGGEBY, SW",2021-05-31,1991-05-01,60.73,35.0,17.12,1,METERS
GHCND:SWE00139562,"VAMHUS D, SW",2021-05-31,1990-07-01,61.14,195.0,14.42,1,METERS
GHCND:SWE00139642,"SIMEA, SW",2021-05-31,1969-01-01,61.57,130.0,16.3297,1,METERS
GHCND:SWE00139710,"BERGSJO, SW",2021-04-29,1990-06-01,61.95,55.0,17.07,1,METERS
GHCND:SWE00139726,"HENNAN D, SW",2021-05-31,1977-11-01,62.03,215.0,15.91,1,METERS
GHCND:SWE00139794,"KOLSILLRE D, SW",2021-05-31,1969-11-01,62.4,255.0,15.21,1,METERS
GHCND:SWE00139810,"MEDSKOGEN, SW",2021-01-31,1982-07-01,62.44,655.0,12.97,1,METERS
GHCND:SWE00139842,"LJUSNEDAL, SW",2021-05-31,1930-01-01,62.55,585.0,12.6,1,METERS
GHCND:SWE00139950,"HOGLEKARDALEN, SW",2021-04-30,1962-02-01,63.08,592.0,13.75,1,METERS
GHCND:SWE00140020,"TULLUS D, SW",2021-05-31,1990-08-01,63.31,340.0,14.32,1,METERS
GHCND:SWE00140028,"MORSIL, SW",2021-04-30,1971-07-01,63.32,400.0,13.65,1,METERS
GHCND:SWE00140090,"LUNDSJON, SW",2021-05-31,1971-07-01,63.52,410.0,14.53,1,METERS
GHCND:SWE00140116,"DIGERNASET, SW",2021-05-31,1989-07-01,63.62,410.0,12.92,1,METERS
GHCND:SWE00140136,"OLDEN D, SW",2020-11-22,1983-06-01,63.7,340.0,13.65,1,METERS
GHCND:SWE00140152,"SODERSEL D, SW",2021-05-31,1974-07-01,63.75,385.0,18.17,1,METERS
GHCND:SWE00140228,"EDEVIK, SW",2021-04-30,1980-07-01,63.98,425.0,12.87,1,METERS
GHCND:SWE00140314,"MALKALEN D, SW",2021-05-31,1989-06-01,64.39,235.0,19.69,1,METERS
GHCND:SWE00140378,"BRANNFORSSUND, SW",2021-04-30,1989-06-01,64.65,225.0,19.37,1,METERS
GHCND:SWE00140416,"KUSMARK D, SW",2021-05-31,1989-05-01,64.8797,55.0,20.83,1,METERS
GHCND:SWE00140530,"NORDANAS, SW",2021-04-30,1989-06-01,65.4597,405.0,16.09,1,METERS
GHCND:SWE00140728,"RODUPP, SW",2021-04-29,1989-06-01,66.4597,55.0,22.79,1,METERS
GHCND:USS0020H06S,"CEDAR PASS, CA US",2021-07-19,1978-09-30,41.58,2142.7,-120.3,1,METERS
GHCND:USS0020K04S,"INDEPENDENCE CAMP, CA US",2021-07-19,1978-09-30,39.45,2134.5,-120.29,1,METERS
GHCND:USS0020K05S,"INDEPENDENCE LAKE, CA US",2021-07-19,1978-09-30,39.43,2545.7,-120.31,1,METERS
GHCND:USS0021C10S,"GREEN LAKE, WA US",2021-07-19,1982-09-30,46.55,1804.4,-121.17,1,METERS
GHCND:USS0021D04S,"RED HILL, OR US",2021-07-19,1978-09-30,45.46,1344.2,-121.7,1,METERS
GHCND:USS0021E05S,"SANTIAM JCT., OR US",2021-07-19,1978-09-30,44.44,1140.0,-121.95,1,METERS
GHCND:USS0021G03S,"TAYLOR BUTTE, OR US",2021-07-19,1978-09-30,42.69,1533.1,-121.43,1,METERS
GHCND:USS0022D02S,"NORTH FORK, OR US",2021-07-19,1978-09-30,45.55,932.7,-122.0,1,METERS
GHCND:USS0022E07S,"JUMP OFF JOE, OR US",2021-07-19,1978-09-30,44.39,1072.9,-122.17,1,METERS
GHCND:USS0049L10S,"COOPER LAKE, AK US",2021-07-19,1981-09-30,60.39,365.8,-149.69,1,METERS
GHCND:USS0049M08S,"INDIAN PASS, AK US",2021-07-19,1979-09-30,61.07,716.3,-149.48,1,METERS
GHCND:USS0051R01S,"BETTLES FIELD, AK US",2021-07-19,1980-09-30,66.92,195.1,-151.53,1,METERS
GHCND:USW00003822,"SAVANNAH INTERNATIONAL AIRPORT, GA US",2021-07-20,1948-01-01,32.13133,14.0,-81.20237,1,METERS
GHCND:USW00003870,"GRNVL SPART INTERNATIONAL AIRPORT, SC US",2021-07-20,1962-10-15,34.90611,291.1,-82.21255,1,METERS
GHCND:USW00003927,"DAL FTW WSCMO AIRPORT, TX US",2021-07-20,1948-01-01,32.8978,170.7,-97.0189,1,METERS
GHCND:USW00003928,"WICHITA DWIGHT D. EISENHOWER NATIONAL AIRPORT, KS US",2021-07-20,1953-12-01,37.6475,402.6,-97.43,1,METERS
GHCND:USW00004725,"BINGHAMTON GREATER AP, NY US",2021-07-20,1951-05-25,42.2068,486.2,-75.98,1,METERS
GHCND:USW00012839,"MIAMI INTERNATIONAL AIRPORT, FL US",2021-07-20,1948-01-01,25.7881,8.8,-80.3169,1,METERS
GHCND:USW00012842,"TAMPA INTERNATIONAL AIRPORT, FL US",2021-07-20,1939-02-01,27.96194,5.8,-82.5403,1,METERS
GHCND:USW00013722,"RALEIGH AIRPORT, NC US",2021-07-20,1944-05-18,35.8923,126.8,-78.7819,1,METERS
GHCND:USW00013723,"GREENSBORO AIRPORT, NC US",2021-07-20,1928-11-01,36.0969,271.3,-79.9432,1,METERS
GHCND:USW00013737,"NORFOLK INTERNATIONAL AIRPORT, VA US",2021-07-20,1946-01-01,36.9033,9.1,-76.1922,1,METERS
GHCND:USW00013741,"ROANOKE INTERNATIONAL AIRPORT, VA US",2021-07-20,1948-01-01,37.3169,358.1,-79.9741,1,METERS
GHCND:USW00013781,"WILMINGTON NEW CASTLE CO AIRPORT, DE US",2021-07-20,1948-01-01,39.6744,24.1,-75.60567,1,METERS
GHCND:USW00013870,"ALMA BACON CO AIRPORT, GA US",2021-07-20,1938-06-01,31.5358,58.8,-82.5067,1,METERS
GHCND:USW00013876,"BIRMINGHAM AIRPORT, AL US",2021-07-20,1930-01-01,33.56556,187.5,-86.745,1,METERS
GHCND:USW00013880,"CHARLESTON INTL. AIRPORT, SC US",2021-07-20,1937-03-01,32.89943,12.2,-80.04075,1,METERS
GHCND:USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",2021-07-20,1940-01-01,35.0564,77.4,-89.9865,1,METERS
GHCND:USW00013894,"MOBILE REGIONAL AIRPORT, AL US",2021-07-20,1948-01-01,30.6882,65.5,-88.24586,1,METERS
GHCND:USW00013897,"NASHVILLE INTERNATIONAL AIRPORT, TN US",2021-07-20,1948-01-01,36.11889,182.9,-86.68917,1,METERS
GHCND:USW00013957,"SHREVEPORT AIRPORT, LA US",2021-07-20,1939-07-01,32.4472,77.4,-93.8244,1,METERS
GHCND:USW00013958,"AUSTIN CAMP MABRY, TX US",2021-07-19,1938-06-01,30.3208,204.2,-97.7604,1,METERS
GHCND:USW00013959,"WACO REGIONAL AIRPORT, TX US",2021-07-20,1941-01-01,31.61889,152.4,-97.22833,1,METERS
GHCND:USW00013964,"FORT SMITH REGIONAL AIRPORT, AR US",2021-07-20,1945-09-27,35.333,136.9,-94.3625,1,METERS
GHCND:USW00013995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",2021-07-20,1940-08-01,37.23985,384.7,-93.39007,1,METERS
GHCND:USW00013996,"TOPEKA ASOS, KS US",2021-07-20,1946-08-01,39.0725,267.0,-95.6261,1,METERS
GHCND:USW00014732,"LAGUARDIA AIRPORT, NY US",2021-07-20,1939-10-07,40.77944,3.4,-73.88035,1,METERS
GHCND:USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",2021-07-20,1938-06-01,42.74722,85.3,-73.79912,1,METERS
GHCND:USW00014737,"ALLENTOWN LEHIGH VALLEY INTERNATIONAL AIRPORT, PA US",2021-07-20,1948-01-01,40.64985,118.9,-75.44771,1,METERS
GHCND:USW00014739,"BOSTON, MA US",2021-07-20,1936-01-01,42.3606,3.7,-71.0097,1,METERS
GHCND:USW00014764,"PORTLAND JETPORT, ME US",2021-07-20,1940-11-07,43.64222,13.7,-70.30444,1,METERS
GHCND:USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2021-07-20,1926-01-02,43.11722,164.3,-77.67541,1,METERS
GHCND:USW00014820,"CLEVELAND HOPKINS INTERNATIONAL AIRPORT, OH US",2021-07-20,1938-05-01,41.4057,238.0,-81.852,1,METERS
GHCND:USW00014826,"FLINT FCWOS, MI US",2021-07-20,1948-05-02,42.9666,234.7,-83.7494,1,METERS
GHCND:USW00014839,"MILWAUKEE MITCHELL AIRPORT, WI US",2021-07-20,1938-04-01,42.95489,203.3,-87.90457,1,METERS
GHCND:USW00014847,"SAULT STE MARIE SANDERSON FIELD, MI US",2021-07-20,1931-01-01,46.4794,220.1,-84.3572,1,METERS
GHCND:USW00014860,"ERIE INTERNATIONAL AIRPORT, PA US",2021-07-20,1926-01-01,42.0803,222.2,-80.1824,1,METERS
GHCND:USW00014895,"AKRON CANTON AIRPORT, OH US",2021-07-20,1948-07-01,40.9181,369.7,-81.4435,1,METERS
GHCND:USW00014898,"GREEN BAY A S INTERNATIONAL AIRPORT, WI US",2021-07-20,1886-09-01,44.4794,209.4,-88.1366,1,METERS
GHCND:USW00014913,"DULUTH INTERNATIONAL AIRPORT, MN US",2021-07-20,1948-01-01,46.8369,436.8,-92.1833,1,METERS
GHCND:USW00014923,"MOLINE QUAD CITY INTERNATIONAL AIRPORT, IL US",2021-07-20,1943-05-24,41.46528,180.4,-90.52333,1,METERS
GHCND:USW00014935,"GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US",2021-07-20,1938-03-21,40.9611,560.8,-98.3136,1,METERS
GHCND:USW00014941,"NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US",2021-07-20,1945-10-01,41.9855,472.7,-97.4352,1,METERS
GHCND:USW00014991,"CHIPPEWA VALLEY REGIONAL AIRPORT, WI US",2021-07-19,1949-10-01,44.8665,269.7,-91.4879,1,METERS
GHCND:USW00023023,"MIDLAND INTERNATIONAL AIRPORT, TX US",2021-07-20,1930-06-01,31.9475,872.3,-102.2086,1,METERS
GHCND:USW00023155,"BAKERSFIELD AIRPORT, CA US",2021-07-20,1937-10-01,35.4344,149.0,-119.0542,1,METERS
GHCND:USW00023185,"RENO AIRPORT, NV US",2021-07-20,1937-03-01,39.4838,1344.2,-119.7711,1,METERS
GHCND:USW00024029,"SHERIDAN AIRPORT, WY US",2021-07-20,1948-01-01,44.7694,1202.4,-106.9688,1,METERS
GHCND:USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2021-07-20,1948-01-01,46.9208,972.9,-114.0925,1,METERS
GHCND:USW00024156,"POCATELLO REGIONAL AIRPORT, ID US",2021-07-20,1939-01-03,42.9202,1357.0,-112.5711,1,METERS
GHCND:USW00024213,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2021-07-19,1941-12-01,40.8097,6.1,-124.1602,1,METERS
GHCND:USW00024225,"MEDFORD INTERNATIONAL AIRPORT, OR US",2021-07-20,1928-01-01,42.37505,400.2,-122.8771,1,METERS
GHCND:USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2021-07-20,1948-01-01,47.4444,112.8,-122.3138,1,METERS
GHCND:USW00024243,"YAKIMA AIRPORT, WA US",2021-07-20,1946-09-06,46.5683,324.3,-120.5428,1,METERS
GHCND:USS0005J06S,"DEADMAN HILL, CO US",2021-07-19,1978-09-30,40.81,3115.1,-105.77,1,METERS
GHCND:USS0009J16S,"TROUT CREEK, UT US",2021-07-19,1978-09-30,40.74,2901.1,-109.67,1,METERS
GHCND:USS0010D13S,"LICK CREEK, MT US",2021-07-19,1963-09-30,45.5,2090.9,-110.97,1,METERS
GHCND:USS0011L01S,"FARNSWORTH LAKE, UT US",2021-07-19,1980-09-29,38.77,2951.1,-111.68,1,METERS
GHCND:USS0012L06S,"KIMBERLY MINE, UT US",2021-07-19,1980-09-29,38.48,2782.5,-112.39,1,METERS
GHCND:USS0015A08S,"BANFIELD MOUNTAIN, MT US",2021-07-19,1968-09-30,48.57,1706.9,-115.45,1,METERS
GHCND:USS0015C10S,"HOODOO BASIN, MT US",2021-07-19,1966-09-30,46.98,1844.0,-115.03,1,METERS
GHCND:USW00003856,"HUNTSVILLE INTNL AIRPORT, AL US",2021-07-20,1958-09-01,34.6441,190.2,-86.7869,1,METERS
GHCND:USW00012834,"DAYTONA BEACH INTERNATIONAL AIRPORT, FL US",2021-07-20,1937-01-01,29.1828,9.4,-81.0483,1,METERS
GHCND:USW00014605,"AUGUSTA STATE AIRPORT, ME US",2021-07-19,1948-06-01,44.3155,107.0,-69.7972,1,METERS
GHCND:GME00131674,"BRAUNSCHWEIG, GM",2021-05-29,1961-01-01,52.2903,81.0,10.4483,1,METERS
GHCND:GME00131842,"BRETTEN, GM",2021-05-31,1983-11-01,49.0264,185.0,8.7164,1,METERS
GHCND:GME00132346,"BUCHENBACH, GM",2021-05-31,1990-10-01,47.9631,445.0,7.9989,1,METERS
GHCND:GMM00010161,"BOLTENHAGEN, GM",2021-05-31,1947-01-01,54.0042,15.0,11.1919,1,METERS
GHCND:GMM00010526,"BAD MARIENBERG, GM",2021-05-31,1962-12-01,50.6631,547.0,7.9594,1,METERS
GHCND:NLE00101920,"SCHELLINGWOUDE, NL",2020-09-10,1931-12-31,52.3831,-1.0,4.9667,1,METERS
GHCND:NO000050540,"BERGEN FLORIDA, NO",2021-07-19,1957-01-01,60.3831,12.0,5.3331,1,METERS
GHCND:NOE00100570,"MESTAD I ODDERNES, NO",2021-05-31,1899-12-30,58.2153,151.0,7.8906,1,METERS
GHCND:NOE00109813,"IGSI I HOBOL, NO",2021-05-31,1956-12-30,59.6356,144.0,11.0478,1,METERS
GHCND:NOE00109930,"NORDSTRAND, NO",2021-05-31,1956-12-30,59.8728,118.0,10.7925,1,METERS
GHCND:NOE00110276,"FOLDSAE, NO",2021-05-31,1956-12-30,59.3239,532.0,8.1519,1,METERS
GHCND:NOE00134694,"ANGARDSVATNET, NO",2021-05-31,1965-06-29,62.6717,596.0,9.1978,1,METERS
GHCND:NOE00134934,NORDSTRAUM I KVAENANGEN,2021-05-31,1965-07-31,69.8333,6.0,21.8842,1,METERS
GHCND:SWE00137670,"KLIPPAN, SW",2021-04-30,1945-01-01,56.14,55.0,13.25,1,METERS
GHCND:SWE00139910,"NORA OSTANO D, SW",2021-05-31,1988-06-01,62.85,50.0,18.19,1,METERS
