id,name,maxdate,mindate,latitude,elevation,longitude,datacoverage,elevationUnit
GHCND:ASN00074014,"BOREE CREEK RICHMOND ST, AS",2014-04-04,1924-09-01,-35.1084,150.0,146.6096,0.9493,METERS
GHCND:ASN00074017,"TOOTOOL BRYNTIRION, AS",2021-01-31,1911-08-01,-35.289,200.0,146.9742,0.9272,METERS
GHCND:ASN00074021,"THE ROCK BULLENBONG, AS",2012-12-31,1882-01-01,-35.1555,177.0,146.9356,0.917,METERS
GHCND:ASN00074025,"BURRUMBUTTOCK HOLYROOD, AS",2019-09-30,1889-01-01,-35.8537,240.0,146.777,0.9045,METERS
GHCND:ASN00062093,"WINDAMERE DAM, AS",2021-02-28,1976-03-25,-32.7236,514.0,149.7702,0.9221,METERS
GHCND:ASN00074040,"JERILDERIE POOGINOOK, AS",2021-01-31,1889-03-01,-34.8814,117.0,145.7595,0.8392,METERS
GHCND:ASN00074042,"FINLEY POST OFFICE, AS",2021-03-09,1898-03-01,-35.6408,110.0,145.5762,0.8975,METERS
GHCND:ASN00074050,"GRONG GRONG JUNEE ST, AS",2021-02-06,1898-07-12,-34.738,165.0,146.7825,0.9365,METERS
GHCND:ASN00074053,"HENTY POST OFFICE, AS",2021-02-28,1901-02-01,-35.5168,238.0,147.0344,0.9347,METERS
GHCND:ASN00074054,"HOWLONG POST OFFICE, AS",2012-03-31,1884-05-01,-35.9787,140.0,146.6274,0.9555,METERS
GHCND:ASN00074055,"JERILDERIE TREATMENT WORKS, AS",2021-02-22,1886-02-01,-35.3475,110.0,145.7257,0.8032,METERS
GHCND:ASN00074056,"JINDERA WADILOCK, AS",2013-07-31,1884-10-09,-35.95,235.0,146.8961,0.976,METERS
GHCND:ASN00074064,"LOCKHART BOWLING CLUB, AS",2018-06-13,1898-12-01,-35.2217,158.0,146.7236,0.9647,METERS
GHCND:ASN00074069,"MATHOURA STATE FOREST, AS",2014-11-30,1949-03-01,-35.8119,105.0,144.901,0.9116,METERS
GHCND:ASN00074071,"MATONG MAIN STREET, AS",2012-01-31,1938-09-01,-34.769,175.0,146.9219,0.9919,METERS
GHCND:ASN00074081,"MULWALA POST OFFICE, AS",2021-02-12,1903-06-01,-35.9878,127.0,146.0061,0.866,METERS
GHCND:ASN00074087,"URANA NOWRANIE, AS",2020-12-31,1892-02-01,-35.3342,115.0,146.0342,0.9686,METERS
GHCND:ASN00074088,"OAKLANDS GENERAL STORE, AS",2021-02-28,1886-02-01,-35.5579,145.0,146.1653,0.7642,METERS
GHCND:ASN00074095,"RENNIE PINE VIEW, AS",2013-03-31,1885-10-01,-35.8215,135.0,146.2243,0.9061,METERS
GHCND:ASN00074100,"HOPEFIELD BARNWEAL, AS",2021-02-28,1966-12-01,-35.9048,140.0,146.445,0.812,METERS
GHCND:ASN00074104,"THE ROCK POST OFFICE, AS",2021-03-12,1894-01-01,-35.2683,228.0,147.1142,0.9268,METERS
GHCND:ASN00074106,"TOCUMWAL AIRPORT, AS",2021-03-14,1897-08-01,-35.817,114.0,145.6004,0.8337,METERS
GHCND:ASN00074110,"URANA POST OFFICE, AS",2021-02-05,1871-01-01,-35.3305,125.0,146.2652,0.9233,METERS
GHCND:ASN00074115,"WALBUNDRIE CREDITON STREET, AS",2021-01-31,1882-02-01,-35.6852,195.0,146.7273,0.8308,METERS
GHCND:ASN00074117,"WALLA WALLA POST OFFICE, AS",2017-12-31,1925-01-01,-35.7675,213.0,146.8999,0.9706,METERS
GHCND:ASN00074118,"WHITTON CONAPAIRA ST, AS",2021-03-14,1896-05-01,-34.5139,132.0,146.1848,0.8885,METERS
GHCND:ASN00074128,"DENILIQUIN WILKINSON ST, AS",2021-02-06,1858-02-01,-35.5269,93.0,144.952,0.9765,METERS
GHCND:ASN00074129,"MATHOURA MATHOURA STATION, AS",2021-02-28,1885-01-01,-35.7228,95.0,144.7865,0.8186,METERS
GHCND:ASN00074131,"RAND POST OFFICE, AS",2011-08-06,1954-06-01,-35.5929,163.0,146.5781,0.9885,METERS
GHCND:ASN00074148,"NARRANDERA AIRPORT, AS",2021-03-14,1967-01-01,-34.7071,145.0,146.5126,0.8633,METERS
GHCND:ASN00074188,"CULCAIRN BOWLING CLUB, AS",2021-03-14,1912-01-01,-35.6724,210.0,147.0361,0.9853,METERS
GHCND:ASN00074192,"CONARGO POST OFFICE, AS",2012-10-31,1894-06-06,-35.3027,97.0,145.1822,0.9828,METERS
GHCND:ASN00074201,"NARRANDERA TOP REEDS, AS",2020-10-31,1968-03-01,-34.916,156.0,146.7626,0.9272,METERS
GHCND:ASN00074202,"GANMAIN ROSEDALE, AS",2021-03-14,1968-05-01,-34.8504,175.0,146.9778,0.9775,METERS
GHCND:ASN00074205,"BELFRAYDEN NORTH MAYFIELD, AS",2021-02-28,1968-05-01,-35.162,177.0,147.0274,0.9607,METERS
GHCND:ASN00074208,"TUPPAL WARRAGOON, AS",2021-01-31,1950-01-01,-35.6074,98.0,145.2012,0.978,METERS
GHCND:ASN00074217,"MARRAR BRIGADOON, AS",2020-07-16,1968-12-01,-34.7565,310.0,147.3482,0.9529,METERS
GHCND:ASN00074221,"NARRANDERA GOLF CLUB, AS",2014-09-26,1969-12-01,-34.7325,173.0,146.5592,0.9938,METERS
GHCND:ASN00074234,"EUBERTA EAST VIEW, AS",2020-01-31,1972-07-01,-35.0371,175.0,147.1933,0.9279,METERS
GHCND:ASN00074026,"URANA BUTHERWAH, AS",2015-09-30,1870-03-01,-35.3526,120.0,146.31,0.9558,METERS
GHCND:ASN00074033,"COOLAMON POST OFFICE, AS",2019-01-31,1886-04-01,-34.8159,260.0,147.1996,0.9567,METERS
GHCND:ASN00074034,"COROWA AIRPORT, AS",2021-03-14,1890-01-01,-35.9887,143.0,146.3574,0.9918,METERS
GHCND:ASN00074038,"DAYSDALE DENNISON STREET, AS",2013-03-31,1914-11-01,-35.6447,130.0,146.3018,0.9304,METERS
GHCND:ASN00081100,"WOODSTOCK ON LODDON ALEXANDRA, AS",2021-01-31,1970-03-01,-36.7682,165.0,143.9866,0.9792,METERS
GHCND:ASN00081114,"TATURA THIESS SERVICES, AS",2021-02-23,1974-01-01,-36.4344,114.0,145.2278,0.78,METERS
GHCND:ASN00081115,"WANALTA DAEN STATION, AS",2021-03-09,1974-08-01,-36.6284,115.0,144.8726,0.9898,METERS
GHCND:ASN00081118,"KNOWSLEY, AS",2021-01-02,1984-01-01,-36.8093,213.0,144.6203,0.928,METERS
GHCND:ASN00081120,"RUSHWORTH RAGLUS, AS",2021-03-14,1985-03-01,-36.5886,160.0,145.0198,0.9837,METERS
GHCND:ASN00082000,"BARNAWARTHA, AS",2021-03-14,1885-11-20,-36.1135,182.0,146.6841,0.8394,METERS
GHCND:ASN00082006,"BOORHAMAN, AS",2017-12-31,1908-08-01,-36.2222,142.0,146.2831,0.9202,METERS
GHCND:ASN00082008,"CALLAGHAN CREEK STATION, AS",2019-08-31,1912-01-01,-36.4552,395.0,147.4318,0.9728,METERS
GHCND:ASN00082009,"CARBOOR, AS",2021-01-31,1910-08-01,-36.6085,238.0,146.5371,0.9992,METERS
GHCND:ASN00082010,"CHILTERN POST OFFICE, AS",2021-02-06,1885-01-01,-36.1491,209.0,146.6106,0.9541,METERS
GHCND:ASN00082015,"ELDORADO, AS",2021-03-14,1890-06-20,-36.3084,195.0,146.5229,0.9629,METERS
GHCND:ASN00082016,"EUROA, AS",2021-03-14,1883-01-01,-36.7545,181.0,145.5727,0.9573,METERS
GHCND:ASN00082018,"UPLANDS GIBBO RIVER PARK, AS",2021-03-14,1904-12-01,-36.7691,610.0,147.6956,0.7709,METERS
GHCND:ASN00082021,"INDIGO, AS",2021-03-14,1902-11-01,-36.0964,200.0,146.6008,0.9779,METERS
GHCND:ASN00082022,"KERGUNYAH SOUTH, AS",2013-11-30,1887-01-01,-36.4472,223.0,147.0467,0.8674,METERS
GHCND:ASN00082033,"MYRRHEE JOELYN, AS",2021-01-31,1935-04-01,-36.6975,271.0,146.2852,0.9155,METERS
GHCND:ASN00082035,"NARIEL CREEK SIMPSON, AS",2019-01-31,1884-07-01,-36.3336,430.0,147.7968,0.9431,METERS
GHCND:ASN00082039,"RUTHERGLEN RESEARCH, AS",2021-03-14,1913-01-01,-36.1047,175.0,146.5094,0.9961,METERS
GHCND:ASN00082041,"SPRINGHURST, AS",2017-01-31,1900-06-01,-36.1859,190.0,146.4694,0.9612,METERS
GHCND:ASN00082042,"STRATHBOGIE, AS",2021-03-14,1902-09-01,-36.8472,502.0,145.7308,0.867,METERS
GHCND:ASN00082043,"STRATHBOGIE NORTH, AS",2021-02-28,1879-11-01,-36.7872,557.0,145.8225,0.9113,METERS
GHCND:ASN00082045,"TALLANGATTA DCNR, AS",2017-12-06,1880-04-01,-36.2161,205.0,147.1764,0.939,METERS
GHCND:ASN00082046,"TANGAMBALANGA NE DAIRY, AS",2021-03-12,1894-06-08,-36.2506,173.0,147.0258,0.9147,METERS
GHCND:ASN00082047,"TALLANGATTA BULLIOH, AS",2020-12-31,1887-11-01,-36.1871,220.0,147.3551,0.9359,METERS
GHCND:ASN00082049,"VIOLET TOWN, AS",2021-01-31,1883-04-01,-36.6425,183.0,145.7234,0.9372,METERS
GHCND:ASN00082052,"WALWA, AS",2020-11-30,1884-04-14,-35.9645,215.0,147.7374,0.8759,METERS
GHCND:ASN00082056,"WODONGA EXPRESS, AS",2021-03-14,1898-11-01,-36.1167,152.0,146.9,0.772,METERS
GHCND:ASN00082058,"YACKANDANDAH, AS",2021-02-28,1886-09-07,-36.3111,301.0,146.8381,0.9478,METERS
GHCND:ASN00082060,"TOWONG UPPER, AS",2017-11-30,1944-10-19,-36.1992,280.0,148.0244,0.9612,METERS
GHCND:ASN00082061,"SWANPOOL TIREE, AS",2020-12-31,1949-08-01,-36.7025,235.0,146.0342,0.8917,METERS
GHCND:ASN00082068,"MITTA MITTA FORESTRY, AS",2021-03-14,1953-10-01,-36.5293,320.0,147.3749,0.9759,METERS
GHCND:ASN00082089,"TERIP TERIP, AS",2012-02-29,1959-01-01,-37.0018,552.0,145.568,0.9672,METERS
GHCND:ASN00082090,"DEDERANG, AS",2021-02-13,1966-08-01,-36.4793,261.0,147.0297,0.9865,METERS
GHCND:ASN00082092,"SHELLEY, AS",2021-01-31,1962-12-05,-36.1821,745.0,147.5515,0.839,METERS
GHCND:ASN00082096,"CREIGHTONS CREEK BARONGA CRE, AS",2021-02-28,1937-10-01,-36.9005,276.0,145.5228,0.9822,METERS
GHCND:ASN00082099,"GUNDOWRING UPPER, AS",2019-05-30,1969-05-14,-36.5171,260.0,147.071,0.7729,METERS
GHCND:ASN00082102,"BULLIOH HINDLETON, AS",2021-01-31,1968-11-01,-36.143,320.0,147.3772,0.9886,METERS
GHCND:ASN00082103,"BURROWYE STATION, AS",2020-12-31,1969-01-01,-36.0243,224.0,147.5475,0.937,METERS
GHCND:ASN00082107,"LIMA SOUTH LAKE NILLAHCOOTIE, AS",2021-02-23,1968-01-01,-36.855,273.0,146.0046,0.7874,METERS
GHCND:ASN00082109,"MOLYULLAH KILLANOOLA, AS",2021-02-28,1969-03-28,-36.6133,210.0,146.1131,0.9885,METERS
GHCND:ASN00082127,"PEECHELBA EAST, AS",2020-12-31,1930-04-01,-36.1425,140.0,146.2486,0.9548,METERS
GHCND:ASN00082134,"WARRENBAYNE, AS",2020-11-29,1982-08-01,-36.6936,225.0,145.8785,0.8491,METERS
GHCND:ASN00082138,"WANGARATTA AERO, AS",2021-03-14,1987-05-12,-36.4206,152.6,146.3056,0.9948,METERS
GHCND:ASN00083000,"ARCHERTON, AS",2021-03-14,1939-06-01,-36.9064,907.0,146.2389,0.8715,METERS
GHCND:ASN00083003,"BENAMBRA EVANDALE, AS",2021-01-31,1936-08-01,-36.9456,700.0,147.7407,0.9385,METERS
GHCND:ASN00083010,"EUROBIN, AS",2021-03-14,1912-03-01,-36.6344,266.0,146.8628,0.9143,METERS
GHCND:ASN00083019,"MANSFIELD POST OFFICE, AS",2021-03-09,1901-01-18,-37.0525,316.0,146.0872,0.924,METERS
GHCND:ASN00083031,"WHITFIELD, AS",2016-07-31,1903-11-01,-36.7513,240.0,146.4156,0.9774,METERS
GHCND:ASN00083032,"WHITLANDS BURDER S LANE, AS",2021-03-09,1929-05-22,-36.8473,816.0,146.3225,0.9615,METERS
GHCND:ASN00083033,"WOODS POINT, AS",2021-01-31,1884-09-15,-37.5696,680.0,146.2541,0.9377,METERS
GHCND:ASN00083035,"OMEO SHANNON VALE, AS",2021-01-31,1951-11-01,-36.9257,800.0,147.423,0.9927,METERS
GHCND:ASN00083038,"TAWONGA, AS",2021-02-28,1954-01-01,-36.6566,295.0,147.1283,0.988,METERS
GHCND:ASN00083057,"MYRTLEFORD OVENS RESEARCH STATION, AS",2021-01-29,1962-01-01,-36.6074,235.0,146.7888,0.7763,METERS
GHCND:ASN00083064,"BENAMBRA THE BROTHERS, AS",2021-01-31,1968-08-01,-36.941,718.0,147.7779,0.9905,METERS
GHCND:ASN00083065,"CHESHUNT EURANGIE PARK, AS",2012-06-30,1969-01-01,-36.819,357.0,146.4818,0.989,METERS
GHCND:ASN00083067,"BRIGHT, AS",2013-12-27,1969-06-17,-36.7313,319.0,146.9614,0.9259,METERS
GHCND:ASN00083073,"MOUNT BUFFALO CHALET, AS",2021-02-09,1910-09-03,-36.722,1350.0,146.8189,0.8896,METERS
GHCND:ASN00083074,"LAKE WILLIAM HOVELL RESERVOIR, AS",2018-12-31,1978-01-01,-36.9136,440.0,146.3864,0.772,METERS
GHCND:ASN00083079,"LAKE BUFFALO, AS",2021-03-14,1969-09-01,-36.7132,280.0,146.6717,0.8679,METERS
GHCND:ASN00083083,"EDI UPPER, AS",2021-01-31,1985-07-04,-36.7396,365.0,146.4671,0.9131,METERS
GHCND:ASN00083084,"FALLS CREEK, AS",2021-03-14,1990-09-10,-36.8708,1765.0,147.2755,0.9459,METERS
GHCND:ASN00083085,"MOUNT HOTHAM, AS",2021-03-14,1990-08-01,-36.9767,1849.0,147.1342,0.934,METERS
GHCND:ASN00084002,"BONANG, AS",2021-01-31,1887-03-01,-37.1712,673.0,148.7228,0.9363,METERS
GHCND:ASN00084003,"BRUTHEN POST OFFICE, AS",2021-03-12,1882-10-01,-37.7073,22.0,147.8314,0.9285,METERS
GHCND:ASN00084005,"BUCHAN, AS",2015-10-31,1883-08-01,-37.5035,140.0,148.1692,0.9889,METERS
GHCND:ASN00084008,"CABBAGE TREE CREEK, AS",2018-05-13,1946-08-01,-37.7084,25.0,148.7093,0.8919,METERS
GHCND:ASN00084012,"DARGO, AS",2021-03-14,1939-06-17,-37.4583,205.0,147.2519,0.9215,METERS
GHCND:ASN00084014,"DELLICKNORA TELLICURA, AS",2021-01-31,1917-01-01,-37.106,591.0,148.6862,0.9882,METERS
GHCND:ASN00084016,"GABO ISLAND LIGHTHOUSE, AS",2021-03-14,1864-01-01,-37.5679,15.2,149.9158,0.9722,METERS
GHCND:ASN00084025,"NICHOLSON YENDALOCK, AS",2021-02-28,1905-04-20,-37.8507,11.0,147.7664,0.9793,METERS
GHCND:ASN00084028,"NOWA NOWA, AS",2021-02-28,1948-11-01,-37.7279,30.0,148.0958,0.9555,METERS
GHCND:ASN00084030,"ORBOST COMPARISON, AS",2011-11-02,1883-02-07,-37.6917,41.0,148.4589,0.9972,METERS
GHCND:ASN00084035,"SWIFTS CREEK, AS",2021-01-18,1938-05-26,-37.2618,293.0,147.7229,0.9428,METERS
GHCND:ASN00084037,"TONGIO BROOKLANDS, AS",2019-02-28,1923-01-01,-37.1794,420.0,147.7072,0.8745,METERS
GHCND:ASN00084039,"TUBBUT, AS",2020-12-31,1931-10-01,-37.0707,451.0,148.5906,0.8111,METERS
GHCND:ASN00084045,"LAKE TYERS, AS",2021-03-14,1953-07-01,-37.8526,21.0,148.0638,0.9473,METERS
GHCND:ASN00084078,"SARSFIELD EAST, AS",2015-07-31,1962-10-01,-37.7513,8.0,147.7301,0.9537,METERS
GHCND:ASN00084084,"MALLACOOTA, AS",2021-03-14,1974-10-01,-37.5976,22.0,149.7289,0.9438,METERS
GHCND:ASN00084093,"BETE BOLONG RUSSELLS ESTATE, AS",2021-01-31,1968-03-01,-37.7132,20.0,148.3954,0.996,METERS
GHCND:ASN00084096,"BUCHAN SOUTH, AS",2021-02-28,1968-03-01,-37.5455,240.0,148.1357,0.9954,METERS
GHCND:ASN00084100,"BAIRNSDALE WATERWORKS, AS",2021-01-29,1970-01-01,-37.8333,10.0,147.6206,0.8483,METERS
GHCND:ASN00084107,"WULGULMERANG PLEASANT VIEW, AS",2021-01-31,1970-01-01,-37.0826,914.4,148.2791,0.9819,METERS
GHCND:ASN00084112,"CANN RIVER, AS",2021-03-14,1974-01-01,-37.5656,93.0,149.1504,0.8825,METERS
GHCND:ASN00084122,"GENOA FOOLS HAVEN, AS",2021-02-07,1972-01-01,-37.4772,21.0,149.6386,0.9941,METERS
GHCND:ASN00084125,"CROOKED RIVER, AS",2021-01-31,1972-04-01,-37.3811,255.0,147.1067,0.8459,METERS
GHCND:ASN00084140,"NICHOLSON WINERY, AS",2021-03-09,1986-09-01,-37.7962,42.0,147.7559,0.9893,METERS
GHCND:ASN00085026,"ERICA, AS",2018-08-31,1931-09-13,-37.9743,445.0,146.3735,0.9527,METERS
GHCND:ASN00085028,"FISH CREEK, AS",2021-02-28,1932-05-01,-38.72,70.0,146.0633,0.9968,METERS
GHCND:ASN00085029,"FOSTER POST OFFICE, AS",2021-02-28,1884-09-07,-38.652,33.0,146.1997,0.9185,METERS
GHCND:ASN00085033,"GIFFARD, AS",2021-03-09,1906-05-01,-38.4228,15.0,147.0864,0.9857,METERS
GHCND:ASN00085034,"GLENMAGGIE WEIR, AS",2021-02-22,1938-01-01,-37.9085,95.0,146.8046,0.9537,METERS
GHCND:ASN00085040,"FISH CREEK HODDLE RANGE, AS",2021-02-28,1906-05-01,-38.6911,145.0,146.1486,0.9914,METERS
GHCND:ASN00085045,"KORUMBURRA, AS",2021-02-28,1900-11-01,-38.435,205.0,145.8178,0.9176,METERS
GHCND:ASN00085046,"LABERTOUCHE, AS",2016-08-31,1912-03-01,-38.062,77.0,145.8041,0.9245,METERS
GHCND:ASN00085049,"LEONGATHA STH GIPPSLAND WATER, AS",2021-02-28,1891-12-01,-38.4842,51.8,145.9329,0.9725,METERS
GHCND:ASN00085050,"LINDENOW, AS",2015-08-31,1901-01-01,-37.801,35.0,147.4578,0.9527,METERS
GHCND:ASN00085053,"MADALYA, AS",2021-03-02,1901-01-01,-38.506,270.0,146.5187,0.8753,METERS
GHCND:ASN00085059,"MOE GIPPSLAND WATER, AS",2018-10-31,1897-08-01,-38.2004,150.0,146.2604,0.9464,METERS
GHCND:ASN00085063,"MOUNT BEST UPPER TOORA, AS",2021-03-14,1903-12-01,-38.6079,235.0,146.3185,0.963,METERS
GHCND:ASN00085072,"EAST SALE AIRPORT, AS",2021-03-14,1943-04-23,-38.1156,4.6,147.1322,0.9992,METERS
GHCND:ASN00085073,"SEASPRAY BURONG, AS",2021-02-28,1898-06-01,-38.3183,28.0,147.1752,0.965,METERS
GHCND:ASN00085082,"TIDAL RIVER, AS",2021-02-28,1949-11-13,-39.031,15.2,146.3227,0.7638,METERS
GHCND:ASN00085084,"TOORA, AS",2021-02-12,1905-07-01,-38.6642,20.0,146.3258,0.9076,METERS
GHCND:ASN00085085,"TRAFALGAR TOSELAND ROAD, AS",2021-02-28,1902-07-01,-38.2181,90.0,146.1658,0.9659,METERS
GHCND:ASN00085091,"WALHALLA, AS",2020-08-28,1884-08-01,-37.9347,390.0,146.4496,0.8873,METERS
GHCND:ASN00085093,"WARRAGUL, AS",2015-03-31,1888-01-01,-38.1731,143.0,145.9487,0.933,METERS
GHCND:ASN00085094,"WELSHPOOL, AS",2012-12-31,1889-02-01,-38.6623,25.0,146.4297,0.8869,METERS
GHCND:ASN00085160,"DARRIMAN TARRALANGI, AS",2021-03-14,1952-01-01,-38.4191,45.0,146.9656,0.9583,METERS
GHCND:ASN00085163,"YANAKIE SHALLOW INLET, AS",2021-02-28,1967-01-01,-38.7915,10.0,146.1799,0.9948,METERS
GHCND:ASN00085166,"STRATFORD, AS",2021-03-14,1968-03-01,-37.9582,25.0,147.0843,0.9647,METERS
GHCND:ASN00085168,"BRIAGOLONG, AS",2021-03-14,1968-03-01,-37.8345,55.0,147.0819,0.9717,METERS
GHCND:ASN00085178,"KOONWARRA LEONGATHA SOUTH, AS",2020-07-31,1969-09-01,-38.5274,40.0,145.9238,0.9632,METERS
GHCND:ASN00085183,"BUFFALO, AS",2019-04-26,1969-09-01,-38.6568,30.0,146.0063,0.9148,METERS
GHCND:ASN00085188,"PAYNESVILLE, AS",2012-01-31,1969-10-01,-37.912,13.0,147.7152,0.9433,METERS
GHCND:ASN00085195,"WILLOW GROVE, AS",2021-01-31,1969-10-01,-38.0654,155.0,146.1689,0.9783,METERS
GHCND:ASN00085200,"KORUMBURRA STH GIPPSLAND WATER, AS",2021-02-28,1973-08-01,-38.4323,155.0,145.7919,0.9707,METERS
GHCND:ASN00085202,"NEERIM SOUTH TARAGO RESERVOIR, AS",2019-12-31,1970-10-02,-38.022,180.0,145.9397,0.842,METERS
GHCND:ASN00085208,"LONGWARRY GOONEPAROO, AS",2016-01-31,1969-09-14,-38.0658,51.0,145.7677,0.8953,METERS
GHCND:ASN00085227,"EAST TARWIN MIRBOO PASTORAL C, AS",2021-01-31,1971-11-01,-38.5215,263.0,146.2041,0.9489,METERS
GHCND:ASN00085236,"CALLIGNEE NORTH, AS",2021-01-31,1956-01-01,-38.3181,184.0,146.5645,0.9529,METERS
GHCND:ASN00085238,"ERICA PARKERS CORNER, AS",2021-03-12,1961-07-16,-37.9532,470.0,146.3898,0.9597,METERS
GHCND:ASN00085252,"ERICA PHILIPS BRIDGE, AS",2021-01-31,1963-01-01,-37.9973,235.0,146.3474,0.88,METERS
GHCND:ASN00085254,"VALENCIA CREEK LITTLE PLAIN, AS",2020-11-30,1974-01-01,-37.8115,38.0,146.9567,0.9092,METERS
GHCND:ASN00085277,"NOOJEE SLIVAR, AS",2021-02-28,1981-10-27,-37.9039,275.0,145.9719,0.9713,METERS
GHCND:ASN00085278,"ABERFELDY LILY CREEK LAROMM, AS",2015-06-30,1983-01-01,-37.7196,495.0,146.3888,0.9886,METERS
GHCND:ASN00085280,"MORWELL LATROBE VALLEY AIRPOR, AS",2021-03-14,1984-01-10,-38.2094,55.7,146.4747,0.9926,METERS
GHCND:ASN00085282,"MIRBOO NORTH WATER BOARD, AS",2020-12-31,1937-05-01,-38.3713,170.0,146.1791,0.9064,METERS
GHCND:ASN00085283,"WILLOW GROVE BLUE ROCK RESERV, AS",2019-07-29,1986-01-01,-38.0808,161.0,146.2139,0.8082,METERS
GHCND:ASN00085288,"MOUNT TAMBORITHA, AS",2021-03-14,1989-01-01,-37.4667,1446.0,146.6883,0.7881,METERS
GHCND:ASN00085289,"MURDERERS HILL, AS",2021-03-14,1989-01-01,-37.8514,720.0,146.555,0.8759,METERS
GHCND:ASN00085292,"NOOJEE FORESTRY, AS",2021-02-28,1990-01-01,-37.8897,235.0,145.9958,0.9716,METERS
GHCND:ASN00085298,"EAST SALE COMPARISON, AS",2021-03-10,1944-01-01,-38.1072,4.6,147.1317,0.9776,METERS
GHCND:ASN00086018,"CAULFIELD RACECOURSE, AS",2020-06-30,1887-10-21,-37.8795,48.8,145.0368,0.9765,METERS
GHCND:ASN00086027,"CROYDON SAMUEL STREET, AS",2011-12-31,1911-01-01,-37.7903,134.0,145.2812,0.9865,METERS
GHCND:ASN00086035,"ELTHAM, AS",2021-03-14,1906-07-01,-37.7011,35.0,145.1547,0.9244,METERS
GHCND:ASN00086036,"EPPING, AS",2021-02-28,1906-04-01,-37.6312,140.0,144.9846,0.9302,METERS
GHCND:ASN00086039,"FLEMINGTON RACECOURSE, AS",2021-02-28,1906-01-01,-37.7915,10.0,144.9067,0.9714,METERS
GHCND:ASN00086063,"LANG LANG, AS",2021-02-28,1918-04-01,-38.2656,18.0,145.5692,0.9129,METERS
GHCND:ASN00086066,"LILYDALE, AS",2016-04-07,1885-08-01,-37.7488,101.0,145.3416,0.9515,METERS
GHCND:ASN00086070,"MAROONDAH WEIR MELBOURNE WATE, AS",2018-12-31,1892-05-01,-37.639,174.0,145.5497,0.9336,METERS
GHCND:ASN00086071,"MELBOURNE REGIONAL OFFICE, AS",2015-01-06,1855-04-01,-37.8075,31.2,144.97,0.9995,METERS
GHCND:ASN00086074,"MITCHAM, AS",2021-03-14,1936-09-01,-37.8219,155.0,145.1906,0.9425,METERS
GHCND:ASN00086077,"MOORABBIN AIRPORT, AS",2021-03-14,1950-07-05,-37.98,12.1,145.0964,0.9485,METERS
GHCND:ASN00086088,"OAKLEIGH METROPOLITAN GOLF CL, AS",2021-03-10,1912-05-01,-37.9142,61.0,145.0935,0.9558,METERS
GHCND:ASN00086090,"WARBURTON O SHANNASSY RESERVO, AS",2021-03-14,1915-03-01,-37.7089,240.0,145.7855,0.9545,METERS
GHCND:ASN00086094,"POWELLTOWN DNRE, AS",2020-04-30,1942-04-01,-37.8631,189.1,145.7428,0.8021,METERS
GHCND:ASN00086095,"PRAHRAN COMO HOUSE, AS",2019-03-08,1893-01-01,-37.8376,27.0,145.0048,0.8714,METERS
GHCND:ASN00086096,"PRESTON RESERVOIR, AS",2021-03-14,1910-08-01,-37.7214,94.0,145.0059,0.9547,METERS
GHCND:ASN00086104,"SCORESBY RESEARCH INSTITUTE, AS",2021-03-14,1948-01-01,-37.871,80.0,145.2561,0.9523,METERS
GHCND:ASN00086105,"SHOREHAM, AS",2021-02-28,1907-02-01,-38.4282,40.0,145.0412,0.9405,METERS
GHCND:ASN00086111,"SPRINGVALE NECROPOLIS, AS",2021-03-11,1948-02-01,-37.9445,73.0,145.1764,0.9255,METERS
GHCND:ASN00086117,"TOOROURRONG RESERVOIR TOOROUR, AS",2021-03-14,1892-05-01,-37.477,219.0,145.1513,0.964,METERS
GHCND:ASN00086119,"VENTNOR OAKLANDS, AS",2021-02-28,1915-02-22,-38.4836,45.0,145.1766,0.9673,METERS
GHCND:ASN00086127,"WONTHAGGI, AS",2021-03-12,1911-09-01,-38.6078,51.9,145.5965,0.9749,METERS
GHCND:ASN00086131,"YAN YEAN, AS",2021-03-14,1856-03-01,-37.5552,198.0,145.1259,0.8267,METERS
GHCND:ASN00086142,"TOOLANGI MOUNT ST LEONARD DPI, AS",2021-01-31,1953-01-01,-37.572,595.0,145.5014,0.8459,METERS
GHCND:ASN00086210,"BONBEACH CARRUM, AS",2021-03-09,1955-12-01,-38.0651,8.0,145.1294,0.8795,METERS
GHCND:ASN00086223,"DROMANA SUSSEX FARM, AS",2021-02-28,1961-01-01,-38.3391,76.0,145.0288,0.9885,METERS
GHCND:ASN00086224,"DANDENONG, AS",2021-02-28,1960-12-01,-37.9785,54.0,145.2235,0.8653,METERS
GHCND:ASN00086234,"CROYDON COUNCIL DEPOT, AS",2020-09-30,1965-04-01,-37.7869,115.0,145.2847,0.8833,METERS
GHCND:ASN00086238,"BASS, AS",2012-02-29,1938-06-01,-38.4832,8.0,145.4666,0.8131,METERS
GHCND:ASN00086244,"CRANBOURNE SOUTH, AS",2020-02-29,1966-01-06,-38.1337,80.0,145.2384,0.9373,METERS
GHCND:ASN00086246,"MOOROODUC, AS",2013-03-31,1968-04-01,-38.2483,69.0,145.1036,0.9776,METERS
GHCND:ASN00086271,"REEFTON UPPER YARRA DAM, AS",2019-02-28,1969-10-01,-37.6715,321.0,145.8948,0.8963,METERS
GHCND:ASN00086281,"NYORA POST OFFICE, AS",2021-02-26,1970-07-01,-38.3343,119.6,145.6696,0.9483,METERS
